id,question,answer,category,source
50,O seguro automóvel pode ser cancelado sem aviso prévio?,"Em uma palavra, não. Presumo que você esteja falando sobre uma seguradora cancelando uma apólice. O seguro é regulamentado pelo Departamento de Seguros de cada estado e pelas leis desse estado. Aqui em Connecticut, se uma empresa pretende cancelar ou não renovar uma apólice, ela é obrigada a avisar essa ação com 30 dias de antecedência. Verifique seu estado ou converse com seu profissional de seguros, mas suspeito que você achará isso bastante normal.",geral,insurance_qa_v2
51,Onde posso começar um Roth IRA?,"Essa é uma ótima pergunta! Você descobrirá que quase todos os bancos terão planos Roth que você pode iniciar, e a maioria das cooperativas de crédito também terá. Você também encontrará corretoras que os oferecem, lugares como Ameritrade e Merrill Lynch terão planos que você pode abrir. Obrigado por perguntar!",geral,insurance_qa_v2
52,Qual seguro de vida é o melhor prazo ou integral?,"Isso depende de quem você pergunta e da sua situação pessoal. O seguro de vida pode fornecer maiores quantidades de cobertura a um custo menor, mas só está ativo por um determinado período de tempo. A vida inteira, por outro lado, será tecnicamente considerada paga aos 100 ou 121 anos de idade e normalmente acumulará algum valor em dinheiro ao longo do tempo. Existem muitos mais motivos para cada tipo. Entre em contato com um agente local para discutir suas necessidades e desejos específicos de uma apólice, para que ele possa lhe fornecer as melhores opções disponíveis.",geral,insurance_qa_v2
53,O que é franquia de colisão para seguro automóvel?,A franquia da cobertura de colisão do seu seguro automóvel é o valor pelo qual você é responsável do valor total de qualquer sinistro dessa cobertura. O seguro automóvel de colisão é a cobertura para o seu veículo caso você se envolva em um acidente. Leia sua apólice completamente para entender a cobertura fornecida e quaisquer exclusões que possam existir ou entre em contato com seu agente local para que ele analise a apólice com você.,geral,insurance_qa_v2
54,O que há de errado com anuidades variáveis?,"A adequação do produto é um item importante a ser estabelecido ao considerar a compra de um produto. Uma ferramenta útil é criar um perfil financeiro pessoal com uma avaliação de riscos e cronogramas financeiros. Ao considerar anuidades, você deve conhecer sua faixa de imposto para calcular o poder de diferimento e ver se ele tem valor para você. E como todos os produtos, as anuidades têm despesas com apólices. Certifique-se de saber o preço da anuidade que você compra.",geral,insurance_qa_v2
55,Como posso reduzir meu seguro residencial?,"Existem maneiras de reduzir o prêmio do proprietário. Especialmente se a apólice estiver em vigor há alguns anos, peça ao seu agente para obter uma estimativa mais recente sobre o custo de reconstrução da sua residência. A apólice muitas vezes tem uma cláusula de aumento anual automático para cobrir o aumento do custo de construção. Isto ocasionalmente aumenta a cobertura mais rapidamente do que o necessário. O único passo que quero desencorajá-lo a tomar é reduzir o valor da cobertura de responsabilidade civil. Uma ação judicial pode arruiná-lo financeiramente.",geral,insurance_qa_v2
56,Quem é a seguradora de automóveis mais barata?,"Os preços do seguro automóvel variam de estado para empresa e de empresa para empresa. Então a resposta é que irá variar dependendo da sua área geográfica. Eu sugiro não comprar cobertura com base no preço. Existe um velho ditado por aí que diz “Você recebe o que paga”, infelizmente isso é verdade em muitos casos. Eu recomendo entrar em contato com um agente local para obter cobertura; ele fornecerá um ponto de contato quando você tiver dúvidas ou problemas com sua cobertura, em vez de apenas um número 800.",geral,insurance_qa_v2
57,O que é coberto pelo Medigap?,"O Medicare Original -LRB- Partes A e B -RRB- cobre aproximadamente 80% de suas despesas de saúde. Os suplementos do Medicare -LRB- ou comumente chamados de planos Medigap -RRB- ajudam a fornecer cobertura para os outros 20%. Existem 9 benefícios disponíveis nos planos Medigap: 1 -RRB- Cosseguro do Medicare Parte A e custos hospitalares até 365 dias adicionais após o uso dos benefícios do Medicare 2 -RRB- Cosseguro ou copagamento do Medicare Parte B 3 -RRB- Primeiros 3 litros de sangue 4 -RRB- Cosseguro ou co-pagamento de cuidados paliativos Parte A 5 -RRB- Cosseguro de cuidados em instalações de enfermagem especializadas 6 -RRB- Medicare Franquia da Parte A 7 -RRB- Franquia da Parte B do Medicare 8 -RRB- Encargos excessivos do Medicare Parte B 9 -RRB- Emergência em viagens ao exterior -LRB- até os limites citados nos planos -RRB- Cada plano oferece uma porcentagem de cobertura para os primeiros 4 benefícios. A partir daí, cada plano apresenta alguns ou todos os outros 5 benefícios. O Plano F é o benefício mais abrangente, pois cobre todos os 9 benefícios a 100%. O Plano G é quase idêntico, pois cobre 8 benefícios a 100% -LRB- o que não cobre é a franquia da Parte B. O Plano N também é muito competitivo - contanto que seu médico de atenção primária aceite Medicare e atribuição, seu único outro pagamento além do prêmio seria a franquia da Parte B -LRB- $ 147 em 2014 -RRB- e um copagamento no consultório médico -LRB- até $ 20 por consulta -RRB- ou hospital -LRB- até $ 50 por consulta -RRB-. Eu recomendo fortemente baixar uma cópia do guia Medigap no site Medicare.gov – o guia é intitulado “Escolhendo uma apólice Medigap: um guia de seguro saúde para pessoas com Medicare”. '' Os agentes também terão isso em mãos - ele deverá ser entregue ao segurado proposto caso ele decida solicitar um plano. Você pode me enviar uma mensagem privada se quiser que eu envie por e-mail para você.",geral,insurance_qa_v2
58,O que é um 403B versus 401K?,O Código da Receita Federal permite que um empregador estabeleça um plano de pensão de contribuição definida nos termos do parágrafo 401 -LRB-k. -RRB- Certas organizações sem fins lucrativos podem fornecer aos seus funcionários acesso a um plano de poupança para a aposentadoria nos termos do parágrafo 403 -LRB- b. -RRB- O 403 -LRB- b -RRB- geralmente é um acréscimo ao plano de pensão estabelecido pelo distrito escolar ou hospital em questão.,geral,insurance_qa_v2
59,Quando o Medicare foi estabelecido?,As pessoas puderam se inscrever no Medicare pela primeira vez em 1º de julho de 1966. O Presidente Johnson sancionou o Programa Medicare em 30 de julho de 1965. O presidente Johnson inscreveu o ex-presidente Truman como a primeira pessoa no Medicare na cerimônia de assinatura do projeto de lei. Agora existe o Medicare Parte A e B original e as pessoas têm a opção de um Plano Medigap -LRB- Plano de Suplemento Medicare -RRB- ou um Plano Medicare Advantage.,geral,insurance_qa_v2
60,A USAA possui seguro de cuidados de longo prazo?,"A USAA não oferece sua própria cobertura de seguro de cuidados de longo prazo subscrita pela USAA Life Insurance Company. No entanto, através de seu site eles oferecem seguro de cuidados de longo prazo da John Hancock Life Insurance Company. Você pode entrar em contato com um agente da USAA, ligar para o escritório central ou visitar o site para obter mais informações.",geral,insurance_qa_v2
61,Como funciona o seguro de vida para toda a vida?,"Simplificando, o seguro de vida tem uma parcela de morte e uma parcela de vida. A parcela por morte pagará o valor nominal da apólice ao beneficiário quando o segurado falecer. A parcela vitalícia acumula valor em dinheiro para o segurado utilizar enquanto ainda estiver vivo, se desejar. Eles podem aceitar o dinheiro como um empréstimo e devolvê-lo à sua apólice com juros, para que o benefício por morte permaneça intacto. Ou podem desistir da apólice e receber o valor em dinheiro em algum momento, momento em que o benefício por morte cessa. O seguro de vida acabará por pagar se a apólice for mantida corretamente e se o proprietário mantiver a apólice por tempo suficiente. É uma apólice permanente que cobre “toda” a vida do segurado. Poderá também pagar ao proprietário alguns dividendos se for uma política de “participação”. Novamente, esta é uma explicação muito simples, mas dá uma idéia geral de como funciona o Seguro de Vida.",geral,insurance_qa_v2
62,Quanto custa o seguro para locatários em Massachusetts?,"O preço do seguro para locatários em Massachusetts pode variar, dependendo da operadora com a qual você está segurado e dos limites de sua apólice. Normalmente, uma taxa entre US$ 10 e US$ 25 por mês é comum, embora o preço possa ser muito mais alto se você tiver uma propriedade programada ou outros itens especiais.",geral,insurance_qa_v2
63,Qual é a diferença entre seguro de doença crítica e seguro de invalidez?,"As apólices de doenças críticas fazem pagamentos em dinheiro ao segurado mediante diagnóstico e para tratamento de uma lista específica de condições médicas cobertas: câncer, ataque cardíaco, acidente vascular cerebral, falência grave de órgãos, etc. As apólices efetuam pagamentos independentemente de o indivíduo ser capaz de trabalhar. As apólices de seguro de invalidez fazem pagamentos em dinheiro ao segurado durante o período em que a pessoa está impossibilitada de trabalhar. O seguro de invalidez cobre acidentes e uma gama mais ampla de doenças.",geral,insurance_qa_v2
